,context_recall,faithfulness,factual_correctness(mode=f1),answer_relevancy,context_entity_recall,composite_avg
k=3,0.619392908678623,0.7211636486617797,0.6061904761904762,0.945874652993476,0.18793371505731502,0.7621437367779595
k=5,0.738991960420532,0.7870589698040834,0.5919047619047619,0.9510556528330166,0.1830169166837762,0.825702194352544
k=10,0.8259018759018759,0.9061536083732581,0.6047619047619046,0.9478031531890379,0.19062048414709493,0.8932862124880573
